X,Y,track_fid,track_seg_id,track_seg_point_id,ele
45.409909,35.58183902,0,0,240,828.6
45.40979005,35.58188941,0,0,241,827.75
45.40966801,35.58193788,0,0,242,827.03
45.40954669,35.58198412,0,0,243,826.51
45.4094289,35.58202644,0,0,244,826.06
45.40930697,35.58206368,0,0,245,825.64
45.40918887,35.58210119,0,0,246,825.5
45.40908071,35.58214037,0,0,247,825.67
45.40888746,35.5822072,0,0,248,825.92
45.40871893,35.58226919,0,0,249,826.1
45.40858094,35.58232676,0,0,250,826.42
45.40846407,35.582379,0,0,251,825.78
45.40835937,35.58242255,0,0,252,824.83
45.40821349,35.58248016,0,0,253,824
45.40804143,35.58254563,0,0,254,823.65
45.40785871,35.58261678,0,0,255,824.57
45.40767043,35.58268844,0,0,256,825.81
45.40747339,35.5827609,0,0,257,827.62
45.40728189,35.58283186,0,0,258,829.61
45.40709675,35.58289866,0,0,259,830.72
45.40692097,35.58296021,0,0,260,831.24
45.40675713,35.58301669,0,0,261,831.27
45.40663102,35.58306054,0,0,262,831.24
45.40654017,35.58311622,0,0,263,831.78
45.40659662,35.58320039,0,0,264,832.52
45.40669909,35.58323857,0,0,265,832.71
45.40680738,35.58328394,0,0,266,832.79
45.40691731,35.58332261,0,0,267,832.92
45.40704,35.58337009,0,0,268,832.98
45.40717966,35.58342856,0,0,269,833.3
45.40735153,35.58348502,0,0,270,833.55
45.407525,35.58355236,0,0,271,833.77
45.40771667,35.58362372,0,0,272,834.08
45.40791943,35.58370346,0,0,273,834.11
45.40803022,35.58374535,0,0,274,834.31
45.40813838,35.58378754,0,0,275,834.3
45.40824464,35.58383799,0,0,276,834.19
45.4083532,35.5838894,0,0,277,834.22
45.40845494,35.58394448,0,0,278,834.04
45.40855608,35.58400108,0,0,279,834.06
45.40864667,35.58406368,0,0,280,833.61
45.40874315,35.58412583,0,0,281,833.08
45.40883207,35.58418644,0,0,282,832.78
45.4089239,35.584245,0,0,283,832.47
45.40900942,35.58430444,0,0,284,832.27
45.40915153,35.58440851,0,0,285,832.04
45.40925547,35.58448305,0,0,286,832.11
45.40935497,35.58455286,0,0,287,833.03
45.40930795,35.58466224,0,0,288,834.3
45.40922848,35.58475009,0,0,289,835.04
45.40912442,35.58485475,0,0,290,834.74
45.40902452,35.58497801,0,0,291,833.47
45.40890126,35.58510394,0,0,292,831.21
45.40873622,35.58522025,0,0,293,828.7
45.40855526,35.58532336,0,0,294,826.24
45.40845697,35.58536901,0,0,295,825.4
45.40835988,35.58541806,0,0,296,824.53
45.40825704,35.58546917,0,0,297,824.03
45.40815073,35.58552073,0,0,298,824.02
45.40805159,35.58556817,0,0,299,824.22
45.40795703,35.58561619,0,0,300,824.61
45.40777069,35.58571437,0,0,301,825.18
45.40767455,35.58576043,0,0,302,825.67
45.40758007,35.58580983,0,0,303,825.87
45.4073919,35.5859037,0,0,304,825.56
45.40729331,35.58595024,0,0,305,824.68
45.40711499,35.58605317,0,0,306,823.2
45.40701966,35.58610459,0,0,307,822.35
45.40692526,35.5861526,0,0,308,821.59
45.4068297,35.58620025,0,0,309,821.01
